,name,method,bar,kind,bands,link,paper_name,cr,err_cr_l,err_cr_r,cr_l,cr_r,err_range,altname,r25,r25_NED
172,UGC5228,F-B,False,ISM,"Halpha, HI",,F-B works,59.7,1.3,1.3,58.400000000000006,61.0,2.6,UGC 05228,68.2529229231621,73.65
173,UGC5251,F-B,False,ISM,"Halpha, HI",,F-B works,12.9,1.6,1.6,11.3,14.5,3.2,NGC 3003,142.27259557807338,172.65
174,UGC5251,F-B,False,ISM,"Halpha, HI",,F-B works,47.4,2.3,2.3,45.1,49.7,4.6,NGC 3003,142.27259557807338,172.65
175,UGC5251,F-B,False,ISM,"Halpha, HI",,F-B works,70.2,2.0,2.0,68.2,72.2,4.0,NGC 3003,142.27259557807338,172.65
176,UGC5251,F-B,False,ISM,"Halpha, HI",,F-B works,87.4,2.1,2.1,85.30000000000001,89.5,4.2,NGC 3003,142.27259557807338,172.65
177,UGC5251,F-B,False,ISM,"Halpha, HI",,F-B works,102.6,2.6,2.6,100.0,105.2,5.2,NGC 3003,142.27259557807338,172.65
178,UGC5251,F-B,False,ISM,"Halpha, HI",,F-B works,110.8,2.3,2.3,108.5,113.1,4.6,NGC 3003,142.27259557807338,172.65
179,UGC5253,F-B,False,ISM,"Halpha, HI",,F-B works,43.2,2.6,2.6,40.6,45.8,5.2,NGC 2985,108.422958791884,137.15
180,UGC5253,F-B,False,ISM,"Halpha, HI",,F-B works,58.8,3.7,3.7,55.1,62.5,7.4,NGC 2985,108.422958791884,137.15
181,UGC5253,F-B,False,ISM,"Halpha, HI",,F-B works,70.4,3.1,3.1,67.30000000000001,73.5,6.2,NGC 2985,108.422958791884,137.15
182,UGC5253,F-B,False,ISM,"Halpha, HI",,F-B works,82.9,3.4,3.4,79.5,86.30000000000001,6.8,NGC 2985,108.422958791884,137.15
183,UGC5303,F-B,False,ISM,"Halpha, HI",,F-B works,16.0,4.6,4.6,11.4,20.6,9.2,NGC 3041,97.52618921563032,111.45
184,UGC5303,F-B,False,ISM,"Halpha, HI",,F-B works,35.2,6.2,6.2,29.000000000000004,41.400000000000006,12.4,NGC 3041,97.52618921563032,111.45
185,UGC5303,F-B,False,ISM,"Halpha, HI",,F-B works,48.7,2.5,2.5,46.2,51.2,5.0,NGC 3041,97.52618921563032,111.45
186,UGC5303,F-B,False,ISM,"Halpha, HI",,F-B works,71.7,2.4,2.4,69.3,74.10000000000001,4.8,NGC 3041,97.52618921563032,111.45
187,UGC5319,F-B,False,ISM,"Halpha, HI",,F-B works,9.3,1.1,1.1,8.200000000000001,10.4,2.2,NGC 3061,47.32833809098045,49.8
188,UGC5319,F-B,False,ISM,"Halpha, HI",,F-B works,16.2,1.2,1.2,15.0,17.4,2.4,NGC 3061,47.32833809098045,49.8
189,UGC5319,F-B,False,ISM,"Halpha, HI",,F-B works,21.8,1.2,1.2,20.6,23.0,2.4,NGC 3061,47.32833809098045,49.8
190,UGC5319,F-B,False,ISM,"Halpha, HI",,F-B works,25.8,1.2,1.2,24.6,27.0,2.4,NGC 3061,47.32833809098045,49.8
191,UGC5319,F-B,False,ISM,"Halpha, HI",,F-B works,33.1,2.8,2.8,30.3,35.9,5.6,NGC 3061,47.32833809098045,49.8
192,UGC5414,F-B,False,ISM,"Halpha, HI",,F-B works,19.3,3.1,3.1,16.2,22.4,6.2,NGC 3104,89.56147856753881,99.35
193,UGC5414,F-B,False,ISM,"Halpha, HI",,F-B works,33.0,2.1,2.1,30.9,35.1,4.2,NGC 3104,89.56147856753881,99.35
194,UGC5414,F-B,False,ISM,"Halpha, HI",,F-B works,51.1,1.8,1.8,49.3,52.9,3.6,NGC 3104,89.56147856753881,99.35
195,UGC5414,F-B,False,ISM,"Halpha, HI",,F-B works,62.0,3.4,3.4,58.6,65.4,6.8,NGC 3104,89.56147856753881,99.35
196,UGC5414,F-B,False,ISM,"Halpha, HI",,F-B works,77.0,1.3,1.3,75.7,78.3,2.6,NGC 3104,89.56147856753881,99.35
197,UGC5414,F-B,False,ISM,"Halpha, HI",,F-B works,92.3,2.3,2.3,90.0,94.6,4.6,NGC 3104,89.56147856753881,99.35
198,UGC5510,F-B,False,ISM,"Halpha, HI",,F-B works,13.6,1.6,1.6,12.0,15.2,3.2,NGC 3162,62.67888392562119,90.6
199,UGC5510,F-B,False,ISM,"Halpha, HI",,F-B works,30.8,1.6,1.6,29.2,32.4,3.2,NGC 3162,62.67888392562119,90.6
200,UGC5510,F-B,False,ISM,"Halpha, HI",,F-B works,36.7,1.6,1.6,35.1,38.3,3.2,NGC 3162,62.67888392562119,90.6
201,UGC5510,F-B,False,ISM,"Halpha, HI",,F-B works,46.7,2.4,2.4,44.3,49.1,4.8,NGC 3162,62.67888392562119,90.6
202,UGC5510,F-B,False,ISM,"Halpha, HI",,F-B works,54.4,1.6,1.6,52.8,56.0,3.2,NGC 3162,62.67888392562119,90.6
203,UGC5510,F-B,False,ISM,"Halpha, HI",,F-B works,66.5,1.6,1.6,64.9,68.1,3.2,NGC 3162,62.67888392562119,90.6
204,UGC5532,F-B,False,ISM,"Halpha, HI",,F-B works,7.0,1.6,1.6,5.4,8.6,3.2,NGC 3147,123.34491633135671,116.7
205,UGC5532,F-B,False,ISM,"Halpha, HI",,F-B works,16.3,3.3,3.3,13.0,19.6,6.6,NGC 3147,123.34491633135671,116.7
206,UGC5532,F-B,False,ISM,"Halpha, HI",,F-B works,34.7,4.8,4.8,29.9,39.5,9.6,NGC 3147,123.34491633135671,116.7
207,UGC5532,F-B,False,ISM,"Halpha, HI",,F-B works,54.3,1.7,1.7,52.6,56.0,3.4,NGC 3147,123.34491633135671,116.7
208,UGC5532,F-B,False,ISM,"Halpha, HI",,F-B works,76.7,1.8,1.8,74.9,78.5,3.6,NGC 3147,123.34491633135671,116.7
209,UGC5786,F-B,False,ISM,"Halpha, HI",,F-B works,20.6,2.1,2.1,18.5,22.700000000000003,4.2,NGC 3310,53.96612745386362,92.7
210,UGC5786,F-B,False,ISM,"Halpha, HI",,F-B works,29.0,3.5,3.5,25.5,32.5,7.0,NGC 3310,53.96612745386362,92.7
211,UGC5786,F-B,False,ISM,"Halpha, HI",,F-B works,43.6,8.7,8.7,34.900000000000006,52.3,17.4,NGC 3310,53.96612745386362,92.7
212,UGC5786,F-B,False,ISM,"Halpha, HI",,F-B works,63.0,1.9,1.9,61.1,64.9,3.8,NGC 3310,53.96612745386362,92.7
213,UGC5786,F-B,False,ISM,"Halpha, HI",,F-B works,80.1,6.0,6.0,74.1,86.1,12.0,NGC 3310,53.96612745386362,92.7
214,UGC5840,F-B,False,ISM,"Halpha, HI",,F-B works,31.6,4.2,4.2,27.4,35.800000000000004,8.4,NGC 3344,200.965382824958,212.4
215,UGC5840,F-B,False,ISM,"Halpha, HI",,F-B works,60.9,5.4,5.4,55.5,66.3,10.8,NGC 3344,200.965382824958,212.4
216,UGC5840,F-B,False,ISM,"Halpha, HI",,F-B works,79.7,1.6,1.6,78.10000000000001,81.3,3.2,NGC 3344,200.965382824958,212.4
217,UGC5840,F-B,False,ISM,"Halpha, HI",,F-B works,93.1,1.6,1.6,91.5,94.7,3.2,NGC 3344,200.965382824958,212.4
218,UGC5840,F-B,False,ISM,"Halpha, HI",,F-B works,120.6,1.6,1.6,119.0,122.2,3.2,NGC 3344,200.965382824958,212.4
219,UGC5842,F-B,False,ISM,"Halpha, HI",,F-B works,15.5,2.0,2.0,13.5,17.5,4.0,NGC 3346,79.0899415747614,86.5
220,UGC5842,F-B,False,ISM,"Halpha, HI",,F-B works,23.4,1.5,1.5,21.9,24.9,3.0,NGC 3346,79.0899415747614,86.5
221,UGC5842,F-B,False,ISM,"Halpha, HI",,F-B works,66.4,6.1,6.1,60.3,72.5,12.2,NGC 3346,79.0899415747614,86.5
222,UGC5982,F-B,False,ISM,"Halpha, HI",,F-B works,11.7,1.8,1.8,9.9,13.5,3.6,NGC 3430,119.70747070864262,119.45
223,UGC5982,F-B,False,ISM,"Halpha, HI",,F-B works,52.6,3.5,3.5,49.1,56.1,7.0,NGC 3430,119.70747070864262,119.45
224,UGC5982,F-B,False,ISM,"Halpha, HI",,F-B works,68.3,3.5,3.5,64.8,71.8,7.0,NGC 3430,119.70747070864262,119.45
225,UGC5982,F-B,False,ISM,"Halpha, HI",,F-B works,80.0,2.8,2.8,77.2,82.8,5.6,NGC 3430,119.70747070864262,119.45
226,UGC5982,F-B,False,ISM,"Halpha, HI",,F-B works,96.2,4.6,4.6,91.6,100.8,9.2,NGC 3430,119.70747070864262,119.45
227,UGC6118,F-B,False,ISM,"Halpha, HI",,F-B works,9.9,2.2,2.2,7.7,12.1,4.4,NGC 3504,74.32266172899854,80.75
228,UGC6118,F-B,False,ISM,"Halpha, HI",,F-B works,19.2,2.5,2.5,16.7,21.7,5.0,NGC 3504,74.32266172899854,80.75
229,UGC6118,F-B,False,ISM,"Halpha, HI",,F-B works,29.1,2.8,2.8,26.3,31.9,5.6,NGC 3504,74.32266172899854,80.75
230,UGC6118,F-B,False,ISM,"Halpha, HI",,F-B works,37.6,2.2,2.2,35.4,39.8,4.4,NGC 3504,74.32266172899854,80.75
231,UGC6118,F-B,False,ISM,"Halpha, HI",,F-B works,43.7,1.7,1.7,42.0,45.400000000000006,3.4,NGC 3504,74.32266172899854,80.75
232,UGC6118,F-B,False,ISM,"Halpha, HI",,F-B works,66.6,1.6,1.6,65.0,68.19999999999999,3.2,NGC 3504,74.32266172899854,80.75
233,UGC6277,F-B,False,ISM,"Halpha, HI",,F-B works,8.3,1.3,1.3,7.000000000000001,9.6,2.6,NGC 3596,109.1745108381621,119.45
234,UGC6277,F-B,False,ISM,"Halpha, HI",,F-B works,23.6,1.4,1.4,22.200000000000003,25.0,2.8,NGC 3596,109.1745108381621,119.45
235,UGC6277,F-B,False,ISM,"Halpha, HI",,F-B works,33.2,1.4,1.4,31.800000000000004,34.6,2.8,NGC 3596,109.1745108381621,119.45
236,UGC6277,F-B,False,ISM,"Halpha, HI",,F-B works,47.5,1.4,1.4,46.1,48.9,2.8,NGC 3596,109.1745108381621,119.45
237,UGC6521,F-B,False,ISM,"Halpha, HI",,F-B works,11.0,2.1,2.1,8.9,13.1,4.2,NGC 3719,50.13271842932124,53.35
238,UGC6521,F-B,False,ISM,"Halpha, HI",,F-B works,21.0,1.6,1.6,19.4,22.6,3.2,NGC 3719,50.13271842932124,53.35
239,UGC6521,F-B,False,ISM,"Halpha, HI",,F-B works,27.9,1.8,1.8,26.1,29.7,3.6,NGC 3719,50.13271842932124,53.35
240,UGC6521,F-B,False,ISM,"Halpha, HI",,F-B works,41.4,3.7,3.7,37.7,45.1,7.4,NGC 3719,50.13271842932124,53.35
241,UGC6523,F-B,False,ISM,"Halpha, HI",,F-B works,4.6,2.6,2.6,2.0,7.199999999999999,5.2,NGC 3720,32.1455791571282,28.65
242,UGC6523,F-B,False,ISM,"Halpha, HI",,F-B works,10.9,2.1,2.1,8.8,13.0,4.2,NGC 3720,32.1455791571282,28.65
243,UGC6537,F-B,False,ISM,"Halpha, HI",,F-B works,35.8,2.5,2.5,33.3,38.3,5.0,NGC 3726,169.48109244369078,185.0
244,UGC6537,F-B,False,ISM,"Halpha, HI",,F-B works,59.8,2.5,2.5,57.3,62.3,5.0,NGC 3726,169.48109244369078,185.0
245,UGC6537,F-B,False,ISM,"Halpha, HI",,F-B works,105.8,3.2,3.2,102.6,109.0,6.4,NGC 3726,169.48109244369078,185.0
246,UGC6537,F-B,False,ISM,"Halpha, HI",,F-B works,122.0,3.1,3.1,118.9,125.1,6.2,NGC 3726,169.48109244369078,185.0
247,UGC6537,F-B,False,ISM,"Halpha, HI",,F-B works,143.7,2.5,2.5,141.2,146.2,5.0,NGC 3726,169.48109244369078,185.0
248,UGC6702,F-B,False,ISM,"Halpha, HI",,F-B works,4.5,1.7,1.7,2.8,6.2,3.4,NGC 3840,23.72035883999476,32.15
249,UGC6702,F-B,False,ISM,"Halpha, HI",,F-B works,10.5,1.7,1.7,8.8,12.2,3.4,NGC 3840,23.72035883999476,32.15
250,UGC6702,F-B,False,ISM,"Halpha, HI",,F-B works,20.8,1.9,1.9,18.9,22.7,3.8,NGC 3840,23.72035883999476,32.15
251,UGC6778,F-B,False,ISM,"Halpha, HI",,F-B works,13.0,6.2,6.2,6.8,19.2,12.4,NGC 3893,80.74604411780747,134.0
252,UGC6778,F-B,False,ISM,"Halpha, HI",,F-B works,34.9,4.2,4.2,30.7,39.1,8.4,NGC 3893,80.74604411780747,134.0
253,UGC6778,F-B,False,ISM,"Halpha, HI",,F-B works,63.0,3.0,3.0,60.0,66.0,6.0,NGC 3893,80.74604411780747,134.0
254,UGC6778,F-B,False,ISM,"Halpha, HI",,F-B works,75.2,2.0,2.0,73.2,77.2,4.0,NGC 3893,80.74604411780747,134.0
255,UGC6778,F-B,False,ISM,"Halpha, HI",,F-B works,88.8,4.5,4.5,84.3,93.3,9.0,NGC 3893,80.74604411780747,134.0
256,UGC7021,F-B,False,ISM,"Halpha, HI",,F-B works,7.6,1.9,1.9,5.699999999999999,9.5,3.8,NGC 4045,76.58103907983741,80.75
257,UGC7021,F-B,False,ISM,"Halpha, HI",,F-B works,18.5,2.0,2.0,16.5,20.5,4.0,NGC 4045,76.58103907983741,80.75
258,UGC7021,F-B,False,ISM,"Halpha, HI",,F-B works,39.4,1.9,1.9,37.5,41.3,3.8,NGC 4045,76.58103907983741,80.75
259,UGC7045,F-B,False,ISM,"Halpha, HI",,F-B works,43.9,1.1,1.1,42.8,45.0,2.2,NGC 4062,124.19990244591912,122.2
260,UGC7045,F-B,False,ISM,"Halpha, HI",,F-B works,54.2,2.4,2.4,51.8,56.6,4.8,NGC 4062,124.19990244591912,122.2
261,UGC7045,F-B,False,ISM,"Halpha, HI",,F-B works,85.4,1.2,1.2,84.2,86.60000000000001,2.4,NGC 4062,124.19990244591912,122.2
262,UGC7154,F-B,False,ISM,"Halpha, HI",,F-B works,18.1,2.1,2.1,16.0,20.200000000000003,4.2,NGC 4145,138.71430641977813,176.65
263,UGC7154,F-B,False,ISM,"Halpha, HI",,F-B works,46.3,2.1,2.1,44.2,48.4,4.2,NGC 4145,138.71430641977813,176.65
264,UGC7154,F-B,False,ISM,"Halpha, HI",,F-B works,63.4,2.7,2.7,60.7,66.1,5.4,NGC 4145,138.71430641977813,176.65
265,UGC7154,F-B,False,ISM,"Halpha, HI",,F-B works,135.3,2.1,2.1,133.20000000000002,137.4,4.2,NGC 4145,138.71430641977813,176.65
266,UGC7154,F-B,False,ISM,"Halpha, HI",,F-B works,187.0,5.3,5.3,181.7,192.3,10.6,NGC 4145,138.71430641977813,176.65
267,UGC7323,F-B,False,ISM,"Halpha, HI",,F-B works,13.8,2.7,2.7,11.1,16.5,5.4,NGC 4242,114.05681889616837,150.35
268,UGC7323,F-B,False,ISM,"Halpha, HI",,F-B works,44.7,2.8,2.8,41.900000000000006,47.5,5.6,NGC 4242,114.05681889616837,150.35
269,UGC7323,F-B,False,ISM,"Halpha, HI",,F-B works,92.4,7.4,7.4,85.0,99.8,14.8,NGC 4242,114.05681889616837,150.35
270,UGC7323,F-B,False,ISM,"Halpha, HI",,F-B works,117.7,2.7,2.7,115.0,120.4,5.4,NGC 4242,114.05681889616837,150.35
271,UGC7323,F-B,False,ISM,"Halpha, HI",,F-B works,130.1,3.1,3.1,127.0,133.2,6.2,NGC 4242,114.05681889616837,150.35
272,UGC7420,F-B,False,ISM,"Halpha, HI",,F-B works,4.6,1.0,1.0,3.6,5.6,2.0,MESSIER 061,206.59568890328288,193.7
273,UGC7420,F-B,False,ISM,"Halpha, HI",,F-B works,26.6,1.0,1.0,25.6,27.6,2.0,MESSIER 061,206.59568890328288,193.7
274,UGC7420,F-B,False,ISM,"Halpha, HI",,F-B works,36.1,3.1,3.1,33.0,39.2,6.2,MESSIER 061,206.59568890328288,193.7
275,UGC7420,F-B,False,ISM,"Halpha, HI",,F-B works,49.9,1.1,1.1,48.8,51.0,2.2,MESSIER 061,206.59568890328288,193.7
276,UGC7420,F-B,False,ISM,"Halpha, HI",,F-B works,60.4,2.3,2.3,58.1,62.7,4.6,MESSIER 061,206.59568890328288,193.7
277,UGC7420,F-B,False,ISM,"Halpha, HI",,F-B works,68.0,1.0,1.0,67.0,69.0,2.0,MESSIER 061,206.59568890328288,193.7
278,UGC7766,F-B,False,ISM,"Halpha, HI",,F-B works,15.8,1.0,1.0,14.8,16.8,2.0,NGC 4559,317.04525276409754,321.45
279,UGC7766,F-B,False,ISM,"Halpha, HI",,F-B works,37.3,1.9,1.9,35.4,39.2,3.8,NGC 4559,317.04525276409754,321.45
280,UGC7766,F-B,False,ISM,"Halpha, HI",,F-B works,51.6,1.6,1.6,50.0,53.2,3.2,NGC 4559,317.04525276409754,321.45
281,UGC7766,F-B,False,ISM,"Halpha, HI",,F-B works,60.0,4.1,4.1,55.9,64.1,8.2,NGC 4559,317.04525276409754,321.45
282,UGC7766,F-B,False,ISM,"Halpha, HI",,F-B works,89.6,1.0,1.0,88.6,90.6,2.0,NGC 4559,317.04525276409754,321.45
283,UGC7831,F-B,False,ISM,"Halpha, HI",,F-B works,4.7,1.0,1.0,3.7,5.7,2.0,NGC 4605,176.246805758933,172.65
284,UGC7831,F-B,False,ISM,"Halpha, HI",,F-B works,17.8,1.0,1.0,16.8,18.8,2.0,NGC 4605,176.246805758933,172.65
285,UGC7831,F-B,False,ISM,"Halpha, HI",,F-B works,41.3,3.6,3.6,37.7,44.9,7.2,NGC 4605,176.246805758933,172.65
286,UGC7831,F-B,False,ISM,"Halpha, HI",,F-B works,53.2,1.0,1.0,52.2,54.2,2.0,NGC 4605,176.246805758933,172.65
287,UGC7831,F-B,False,ISM,"Halpha, HI",,F-B works,63.0,1.0,1.0,62.0,64.0,2.0,NGC 4605,176.246805758933,172.65
288,UGC7853,F-B,False,ISM,"Halpha, HI",,F-B works,41.7,1.1,1.1,40.6,42.8,2.2,NGC 4618,106.93534002787328,125.05
289,UGC7853,F-B,False,ISM,"Halpha, HI",,F-B works,54.5,1.7,1.7,52.8,56.2,3.4,NGC 4618,106.93534002787328,125.05
290,UGC7853,F-B,False,ISM,"Halpha, HI",,F-B works,87.1,3.5,3.5,83.6,90.6,7.0,NGC 4618,106.93534002787328,125.05
291,UGC7861,F-B,False,ISM,"Halpha, HI",,F-B works,15.2,1.5,1.5,13.7,16.7,3.0,NGC 4625,42.181425723897405,65.65
292,UGC7861,F-B,False,ISM,"Halpha, HI",,F-B works,31.1,2.6,2.6,28.5,33.7,5.2,NGC 4625,42.181425723897405,65.65
293,UGC7861,F-B,False,ISM,"Halpha, HI",,F-B works,37.1,1.5,1.5,35.6,38.6,3.0,NGC 4625,42.181425723897405,65.65
294,UGC7876,F-B,False,ISM,"Halpha, HI",,F-B works,19.6,1.5,1.5,18.1,21.1,3.0,NGC 4635,58.22657632778335,61.25
295,UGC7876,F-B,False,ISM,"Halpha, HI",,F-B works,28.7,1.9,1.9,26.8,30.6,3.8,NGC 4635,58.22657632778335,61.25
296,UGC7876,F-B,False,ISM,"Halpha, HI",,F-B works,43.9,2.1,2.1,41.8,46.0,4.2,NGC 4635,58.22657632778335,61.25
297,UGC7901,F-B,False,ISM,"Halpha, HI",,F-B works,15.6,1.6,1.6,14.0,17.2,3.2,NGC 4651,116.1772934764852,119.45
298,UGC7901,F-B,False,ISM,"Halpha, HI",,F-B works,48.6,5.8,5.8,42.8,54.4,11.6,NGC 4651,116.1772934764852,119.45
299,UGC7901,F-B,False,ISM,"Halpha, HI",,F-B works,58.0,1.7,1.7,56.3,59.7,3.4,NGC 4651,116.1772934764852,119.45
300,UGC7901,F-B,False,ISM,"Halpha, HI",,F-B works,80.4,2.9,2.9,77.5,83.30000000000001,5.8,NGC 4651,116.1772934764852,119.45
301,UGC7985,F-B,False,ISM,"Halpha, HI",,F-B works,12.6,2.3,2.3,10.3,14.9,4.6,NGC 4713,49.78760722312682,80.75
302,UGC7985,F-B,False,ISM,"Halpha, HI",,F-B works,27.6,2.3,2.3,25.3,29.9,4.6,NGC 4713,49.78760722312682,80.75
303,UGC7985,F-B,False,ISM,"Halpha, HI",,F-B works,38.3,5.3,5.3,33.0,43.6,10.6,NGC 4713,49.78760722312682,80.75
304,UGC7985,F-B,False,ISM,"Halpha, HI",,F-B works,54.5,3.5,3.5,51.0,58.0,7.0,NGC 4713,49.78760722312682,80.75
305,UGC7985,F-B,False,ISM,"Halpha, HI",,F-B works,72.5,8.1,8.1,64.4,80.6,16.2,NGC 4713,49.78760722312682,80.75
306,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,12.6,1.0,1.0,11.6,13.6,2.0,MESSIER 063,354.91246671754936,377.7
307,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,28.8,1.0,1.0,27.8,29.8,2.0,MESSIER 063,354.91246671754936,377.7
308,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,47.0,1.0,1.0,46.0,48.0,2.0,MESSIER 063,354.91246671754936,377.7
309,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,71.7,1.0,1.0,70.7,72.7,2.0,MESSIER 063,354.91246671754936,377.7
310,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,89.7,1.0,1.0,88.7,90.7,2.0,MESSIER 063,354.91246671754936,377.7
311,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,129.5,1.0,1.0,128.5,130.5,2.0,MESSIER 063,354.91246671754936,377.7
312,UGC8334,F-B,False,ISM,"Halpha, HI",,F-B works,205.1,1.0,1.0,204.1,206.1,2.0,MESSIER 063,354.91246671754936,377.7
313,UGC8403,F-B,False,ISM,"Halpha, HI",,F-B works,30.8,2.0,2.0,28.8,32.8,4.0,NGC 5112,89.76793909824566,119.45
314,UGC8403,F-B,False,ISM,"Halpha, HI",,F-B works,44.5,2.1,2.1,42.4,46.6,4.2,NGC 5112,89.76793909824566,119.45
315,UGC8403,F-B,False,ISM,"Halpha, HI",,F-B works,51.7,2.8,2.8,48.900000000000006,54.5,5.6,NGC 5112,89.76793909824566,119.45
316,UGC8403,F-B,False,ISM,"Halpha, HI",,F-B works,70.4,2.2,2.2,68.2,72.60000000000001,4.4,NGC 5112,89.76793909824566,119.45
317,UGC8403,F-B,False,ISM,"Halpha, HI",,F-B works,86.6,5.4,5.4,81.19999999999999,92.0,10.8,NGC 5112,89.76793909824566,119.45
318,UGC8403,F-B,False,ISM,"Halpha, HI",,F-B works,105.9,3.8,3.8,102.1,109.7,7.6,NGC 5112,89.76793909824566,119.45
319,UGC8490,F-B,False,ISM,"Halpha, HI",,F-B works,9.4,2.5,2.5,6.9,11.9,5.0,NGC 5204,134.93395646798638,150.35
320,UGC8490,F-B,False,ISM,"Halpha, HI",,F-B works,19.3,2.1,2.1,17.2,21.4,4.2,NGC 5204,134.93395646798638,150.35
321,UGC8490,F-B,False,ISM,"Halpha, HI",,F-B works,31.6,3.2,3.2,28.4,34.800000000000004,6.4,NGC 5204,134.93395646798638,150.35
322,UGC8490,F-B,False,ISM,"Halpha, HI",,F-B works,49.5,2.9,2.9,46.6,52.4,5.8,NGC 5204,134.93395646798638,150.35
323,UGC8490,F-B,False,ISM,"Halpha, HI",,F-B works,67.7,2.8,2.8,64.9,70.5,5.6,NGC 5204,134.93395646798638,150.35
324,UGC8709,F-B,False,ISM,"Halpha, HI",,F-B works,17.2,1.9,1.9,15.3,19.1,3.8,NGC 5297,111.71751187637057,168.7
325,UGC8709,F-B,False,ISM,"Halpha, HI",,F-B works,27.9,1.4,1.4,26.5,29.3,2.8,NGC 5297,111.71751187637057,168.7
326,UGC8709,F-B,False,ISM,"Halpha, HI",,F-B works,50.0,1.4,1.4,48.6,51.4,2.8,NGC 5297,111.71751187637057,168.7
327,UGC8709,F-B,False,ISM,"Halpha, HI",,F-B works,73.9,1.4,1.4,72.5,75.30000000000001,2.8,NGC 5297,111.71751187637057,168.7
328,UGC8709,F-B,False,ISM,"Halpha, HI",,F-B works,92.7,4.7,4.7,88.0,97.4,9.4,NGC 5297,111.71751187637057,168.7
329,UGC8852,F-B,False,ISM,"Halpha, HI",,F-B works,10.0,3.1,3.1,6.9,13.1,6.2,NGC 5376,44.475542554378606,62.7
330,UGC8852,F-B,False,ISM,"Halpha, HI",,F-B works,26.8,1.3,1.3,25.5,28.1,2.6,NGC 5376,44.475542554378606,62.7
331,UGC8852,F-B,False,ISM,"Halpha, HI",,F-B works,32.7,1.3,1.3,31.4,34.0,2.6,NGC 5376,44.475542554378606,62.7
332,UGC8937,F-B,False,ISM,"Halpha, HI",,F-B works,15.2,3.0,3.0,12.2,18.2,6.0,NGC 5430,65.48189735529004,65.65
333,UGC8937,F-B,False,ISM,"Halpha, HI",,F-B works,25.2,2.1,2.1,23.1,27.3,4.2,NGC 5430,65.48189735529004,65.65
334,UGC8937,F-B,False,ISM,"Halpha, HI",,F-B works,33.3,3.0,3.0,30.3,36.3,6.0,NGC 5430,65.48189735529004,65.65
335,UGC8937,F-B,False,ISM,"Halpha, HI",,F-B works,47.5,2.6,2.6,44.9,50.1,5.2,NGC 5430,65.48189735529004,65.65
336,UGC9179,F-B,False,ISM,"Halpha, HI",,F-B works,19.5,1.4,1.4,18.1,20.9,2.8,NGC 5585,127.97385564047777,172.65
337,UGC9179,F-B,False,ISM,"Halpha, HI",,F-B works,34.4,1.5,1.5,32.9,35.9,3.0,NGC 5585,127.97385564047777,172.65
338,UGC9179,F-B,False,ISM,"Halpha, HI",,F-B works,48.1,3.0,3.0,45.1,51.1,6.0,NGC 5585,127.97385564047777,172.65
339,UGC9179,F-B,False,ISM,"Halpha, HI",,F-B works,74.3,3.4,3.4,70.89999999999999,77.7,6.8,NGC 5585,127.97385564047777,172.65
340,UGC9179,F-B,False,ISM,"Halpha, HI",,F-B works,100.8,1.4,1.4,99.4,102.2,2.8,NGC 5585,127.97385564047777,172.65
341,UGC9179,F-B,False,ISM,"Halpha, HI",,F-B works,144.7,1.4,1.4,143.29999999999998,146.1,2.8,NGC 5585,127.97385564047777,172.65
342,UGC9248,F-B,False,ISM,"Halpha, HI",,F-B works,11.6,2.1,2.1,9.5,13.7,4.2,NGC 5622,40.09786549639325,52.15
343,UGC9248,F-B,False,ISM,"Halpha, HI",,F-B works,17.4,2.1,2.1,15.3,19.5,4.2,NGC 5622,40.09786549639325,52.15
344,UGC9248,F-B,False,ISM,"Halpha, HI",,F-B works,22.3,2.4,2.4,19.9,24.7,4.8,NGC 5622,40.09786549639325,52.15
345,UGC9248,F-B,False,ISM,"Halpha, HI",,F-B works,30.4,2.2,2.2,28.2,32.6,4.4,NGC 5622,40.09786549639325,52.15
346,UGC9358,F-B,False,ISM,"Halpha, HI",,F-B works,14.7,1.9,1.9,12.8,16.599999999999998,3.8,NGC 5678,88.74037399654641,99.35
347,UGC9358,F-B,False,ISM,"Halpha, HI",,F-B works,30.4,2.4,2.4,28.0,32.8,4.8,NGC 5678,88.74037399654641,99.35
348,UGC9358,F-B,False,ISM,"Halpha, HI",,F-B works,39.3,3.1,3.1,36.2,42.4,6.2,NGC 5678,88.74037399654641,99.35
349,UGC9363,F-B,False,ISM,"Halpha, HI",,F-B works,36.7,1.2,1.2,35.5,37.900000000000006,2.4,NGC 5668,57.163821538897416,99.35
350,UGC9363,F-B,False,ISM,"Halpha, HI",,F-B works,47.4,1.2,1.2,46.2,48.6,2.4,NGC 5668,57.163821538897416,99.35
351,UGC9363,F-B,False,ISM,"Halpha, HI",,F-B works,62.0,3.6,3.6,58.4,65.6,7.2,NGC 5668,57.163821538897416,99.35
352,UGC9366,F-B,False,ISM,"Halpha, HI",,F-B works,11.6,3.1,3.1,8.5,14.7,6.2,NGC 5676,107.67658039350157,119.45
